Tabla,attribute,Llama,CorrectLlama,GPT,CorrectGPT,TeoricalCorrect
inputevents,subject_id,MedicationAdministration.subject,YES,medicationadministration.subject,YES,medicationadministration.subject
inputevents,hadm_id,MedicationAdministration.encounter,YES,medicationadministration.encounter,YES,medicationadministration.encounter
inputevents,stay_id,No mapea,NO,medicationadministration.encounter,NO,medicationadministration.partOf
inputevents,starttime,MedicationAdministration.occurence,YES,MedicationAdministration.occurence,YES,MedicationAdministration.occurencePeriod.start
inputevents,endtime,MedicationAdministration.occurence,YES,MedicationAdministration.occurence,YES,MedicationAdministration.occurencePeriod.end
inputevents,storetime,medicationadministration.recorded,NO,medicationadministration.recorded,NO,MedicationAdministration.eventHistory
inputevents,itemid,MedicationAdministration.medication,YES,medicationadministration.medication,YES,Medicationadministration.medication
inputevents,amount,medicationadministration.dosage.dose,YES,medicationadministration.dosage.dose,YES,MedicationAdministration.dosage.dose.value
inputevents,amountuom,No mapea,NO,medicationadministration.dosage.dose,YES,MedicationAdministration.dosage.dose.unit
inputevents,rate,MedicationAdministration.dosage.rate,YES,medicationadministration.dosage.rate,YES,MedicationAdministration.dosage.rateQuantity.value
inputevents,rateuom,No mapea,NO,medicationadministration.dosage.rate,YES,MedicationAdministration.dosage.rateQuantity.unit
inputevents,orderid,MedicationAdministration.identifier,NO,medicationadministration.identifier,NO,MedicationAdministration.partOf
inputevents,linkorderid,MedicationAdministration.identifier,NO,medicationadministration.partOf,YES,MedicationAdministration.partOf
inputevents,ordercategoryname,No mapea,NO,medicationadministration.category,YES,MedicationAdministration.category
inputevents,secondaryordercategoryname,No mapea,NO,medicationadministration.category,YES,MedicationAdministration.category
inputevents,ordercomponenttypedescription,No mapea,NO,medicationadministration.note,NO,MedicationAdministration.category
inputevents,ordercategorydescription,No mapea,NO,medicationadministration.category,YES,MedicationAdministration.category
inputevents,patientweight,MedicationAdministration.supportingInformation,YES,medicationadministration.supportingInformation,YES,MedicationAdministration.supportingInformation
inputevents,totalamount,No mapea,NO,medicationadministration.dosage.dose,YES,MedicationAdministration.dosage.dose.value
inputevents,totalamountuom,No mapea,NO,medicationadministration.dosage.dose,YES,MedicationAdministration.dosage.dose.unit
inputevents,statusdescription,MedicationAdministration.status,YES,medicationadministration.status,YES,MedicationAdministration.status
inputevents,originalamount,No mapea,YES,medicationadministration.dosage.dose,NO,No direct mapping
inputevents,originalrate,No mapea,YES,medicationadministration.dosage.rate,NO,No direct mapping
inputevents,isopenbag,No mapea,YES,MedicationAdministration.note,NO,No direct mapping
inputevents,continueinnextdept,No mapea,YES,MedicationAdministration.note,NO,No direct mapping

microbiologyevents,subject_id,Observation.identifier,NO,Observation.subject,YES,Observation.subject
microbiologyevents,hadm_id,Observation.identifier,YES,Observation.encounter,YES,Observation.encounter
microbiologyevents,chartdate,Observation.effective,YES,Observation.effective,YES,Observation.effectivedatetime
microbiologyevents,charttime,Observation.effective,YES,Observation.effective,YES,Observation.effectivedatetime
microbiologyevents,spec_itemid,Observation.specimen,YES,Observation.specimen,YES,Observation.specimen.reference
microbiologyevents,spec_type_desc,Observation.bodySite,NO,Observation.specimen,YES,Observation.specimen.display
microbiologyevents,org_itemid,Observation.value,NO,Observation.derivedFrom,NO,Observation.component.code
microbiologyevents,org_name,Observation.value,NO,Observation.derivedFrom,NO,Observation.component.code
microbiologyevents,isolate_num,Observation.value,NO,Observation.identifier,NO,Observation.component.valueinteger
microbiologyevents,ab_itemid,Observation.value,NO,Observation.component.code,YES,Observation.component.code.coding.code
microbiologyevents,ab_name,Observation.value,NO,Observation.component.code,YES,Observation.component.code.coding.display
microbiologyevents,dilution_text,Observation.value,NO,Observation.component.value,YES,Observation.component.valuestring
microbiologyevents,dilution_comparison,Observation.value,NO,Observation.component.value,YES,Observation.component.valuestring
microbiologyevents,dilution_value,Observation.value,NO,Observation.component.value,YES,Observation.component.valuequantity
microbiologyevents,interpretation,Observation.interpretation,YES,Observation.component.interpretation,YES,Observation.interpretation.code.coding

outputevents,subject_id,Observation.identifier,NO,Observation.subject,YES,Observation.subject
outputevents,hadm_id,Observation.identifier,NO,Observation.encounter,YES,Observation.encounter
outputevents,stay_id,Observation.identifier,NO,Observation.partOf,YES,Observation.partOf
outputevents,charttime,Observation.effective,YES,Observation.effective,YES,Observation.effectivedatetime
outputevents,storetime,Observation.issued,YES,Observation.issued,YES,Observation.issued
outputevents,itemid,Observation.code,YES,Observation.code,YES,Observation.code.coding.code
outputevents,value,Observation.value,YES,Observation.value,YES,Observation.valuequantity.value
outputevents,valueuom,Observation.value,YES,Observation.value,YES,Observation.valuequantity.unit

patients,subject_id,Patient.identifier,YES,Patient.identifier,YES,Patient.identifier
patients,gender,Patient.gender,YES,Patient.gender,YES,Patient.gender
patients,anchor_age,Patient.birthDate,NO,Patient.birthDate,NO,No direct mapping
patients,anchor_year,Patient.birthDate,NO,Patient.birthDate,NO,No direct mapping
patients,anchor_year_group,Patient.birthDate,NO,Patient.birthDate,NO,No direct mapping
patients,dod,Patient.deceased,YES,patient.deceased,YES,patient.deceasedDateTime

pharmacy,subject_id,MedicationDispense.subject,YES,MedicationDispense.subject,YES,MedicationDispense.subject
pharmacy,hadm_id,MedicationDispense.encounter,YES,MedicationDispense.encounter,YES,MedicationDispense.encounter
pharmacy,pharmacy_id,MedicationDispense.identifier,YES,MedicationDispense.identifier,YES,MedicationDispense.identifier
pharmacy,poe_id,MedicationDispense.basedOn,NO,MedicationDispense.identifier,NO,MedicationDispense.authorizingprescription
pharmacy,starttime,MedicationDispense.whenHandedOver,NO,MedicationDispense.whenPrepared,NO,MedicationDispense.dosageInstruction.timing.repeat.boundsPeriod.start
pharmacy,stoptime,MedicationDispense.whenHandedOver,NO,MedicationDispense.whenHandedOver,NO,MedicationDispense.dosageInstruction.timing.repeat.boundsPeriod.end
pharmacy,medication,MedicationDispense.medication,YES,MedicationDispense.medication,YES,MedicationDispense.medication
pharmacy,proc_type,MedicationDispense.type,NO,MedicationDispense.type,YES,MedicationDispense.type
pharmacy,status,MedicationDispense.status,NO,MedicationDispense.recorded,NO,MedicationDispense.status
pharmacy,entertime,No mapea,YES,MedicationDispense.recorded,NO,No direct mapping
pharmacy,verifiedtime,No mapea,NO,MedicationDispense.statusChanged,NO,MedicationDispense.whenPrepared
pharmacy,route,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.route
pharmacy,frequency,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.timing
pharmacy,disp_sched,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.timing
pharmacy,infusion_type,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.method
pharmacy,sliding_scale,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.asNeeded
pharmacy,lockout_interval,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.timing
pharmacy,basal_rate,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.doseAndRate
pharmacy,one_hr_max,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.maxDosePerPeriod
pharmacy,doses_per_24_hrs,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.timing
pharmacy,duration,MedicationDispense.dosageInstruction,YES,MedicationDispense.daysSupply,NO,MedicationDispense.dosageinstruction.timing
pharmacy,duration_interval,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageinstruction.timing.repeat.durationUnit
pharmacy,expiration_value,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationAdministration.dosageInstruction.timing.durationMax
pharmacy,expiration_unit,MedicationDispense.dosageInstruction,YES,MedicationDispense.dosageInstruction,YES,MedicationAdministration.dosageInstruction.timing.durationUnit
pharmacy,expirationdate,MedicationDispense.dosageInstruction,NO,MedicationDispense.whenHandedOver,NO,No direct mapping
pharmacy,dispensation,MedicationDispense.dosageInstruction,NO,MedicationDispense.destination,NO,No direct mapping
pharmacy,fill_quantity,MedicationDispense.quantity,NO,MedicationDispense.quantity,NO,No direct mapping

prescriptions,subject_id,MedicationRequest.subject,YES,MedicationRequest.subject,YES,MedicationRequest.subject
prescriptions,hadm_id,MedicationRequest.identifier,YES,MedicationRequest.encounter,YES,MedicationRequest.encounter
prescriptions,icustay_id,No mapea,YES,No mapea,YES,No direct mapping
prescriptions,startdate,MedicationRequest.authoredOn,NO,MedicationRequest.authoredOn,NO,MedicationRequest.effectiveDosePeriod.start
prescriptions,enddate,MedicationRequest.authoredOn,NO,MedicationRequest.dispenseRequest.validityPeriod,NO,MedicationRequest.effectiveDosePeriod.end
prescriptions,drug,MedicationRequest.medication,YES,MedicationRequest.medication,YES,MedicationRequest.medication
prescriptions,drug_type,No mapea,NO,MedicationRequest.category,NO,MedicationRequest.medication
prescriptions,drug_name_poe,MedicationRequest.medication,YES,MedicationRequest.medication,YES,MedicationRequest.medication
prescriptions,drug_name_generic,MedicationRequest.medication,YES,MedicationRequest.medication,YES,MedicationRequest.medication
prescriptions,formulary_drug_cd,MedicationRequest.medication,YES,MedicationRequest.medication,YES,MedicationRequest.medication
prescriptions,gsn,MedicationRequest.medication,YES,MedicationRequest.medication,YES,MedicationRequest.medication
prescriptions,ndc,MedicationRequest.medication,YES,MedicationRequest.medication,YES,MedicationRequest.medication
prescriptions,prod_strength,MedicationRequest.medication,YES,MedicationRequest.dispenseRequest.quantity,NO,MedicationRequest.medication
prescriptions,dose_val_rx,MedicationRequest.dosageInstruction,YES,MedicationRequest.dosageInstruction,YES,MedicationRequest.dosageinstruction.doseAndRate
prescriptions,dose_unit_rx,MedicationRequest.dosageInstruction,YES,MedicationRequest.dosageInstruction,YES,MedicationRequest.dosageinstruction.doseAndRate
prescriptions,form_val_disp,MedicationRequest.dosageInstruction,NO,MedicationRequest.dispenseRequest.quantity,YES,MedicationRequest.dispenseRequest.quantity
prescriptions,form_unit_disp,MedicationRequest.dosageInstruction,NO,MedicationRequest.dispenseRequest.quantity,YES,MedicationRequest.dispenseRequest.quantity.unit
prescriptions,route,MedicationRequest.dosageInstruction,YES,MedicationRequest.dosageInstruction,YES,MedicationRequest.dosageinstruction.route

procedureevents,subject_id,Procedure.identifier,NO,Procedure.subject,YES,Procedure.subject
procedureevents,hadm_id,Procedure.identifier,NO,Procedure.encounter,YES,Procedure.encounter
procedureevents,stay_id,Procedure.identifier,NO,Procedure.partOf,YES,Procedure.partOf
procedureevents,starttime,Procedure.occurence,YES,Procedure.occurrence,YES,Procedure.occurenceperiod.start
procedureevents,endtime,Procedure.occurence,YES,Procedure.occurrence,YES,Procedure.occurenceperiod.start
procedureevents,storetime,Procedure.recorded,YES,Procedure.recorded,YES,Procedure.recorded
procedureevents,itemid,Procedure.code,YES,Procedure.code,YES,Procedure.code
procedureevents,value,Procedure.value,NO,Procedure.used,NO,Procedure.performer.period
procedureevents,valueuom,Procedure.value,NO,Procedure.used,NO,Procedure.performer.period
procedureevents,location,Procedure.location,NO,Procedure.location,NO,Procedure.bodySite
procedureevents,locationcategory,Procedure.location,NO,No mapea,NO,Procedure.bodySite.category
procedureevents,orderid,Procedure.basedOn,NO,Procedure.basedOn,NO,Procedure.identifier
procedureevents,linkorderid,Procedure.basedOn,NO,Procedure.basedOn,NO,Procedure.partOf
procedureevents,ordercategoryname,Procedure.category,YES,Procedure.category,YES,Procedure.category
procedureevents,secondaryordercategoryname,Procedure.category,YES,Procedure.category,YES,Procedure.category
procedureevents,ordercategorydescription,Procedure.category,YES,Procedure.category,YES,Procedure.category
procedureevents,patientweight,Procedure.subject,NO,Procedure.supportinginfo,YES,Procedure.supportinginfo
procedureevents,totalamount,Procedure.used,NO,Procedure.used,NO,No direct mapping
procedureevents,totalamountuom,Procedure.used,NO,Procedure.used,NO,No direct mapping
procedureevents,isopenbag,Procedure.complication,NO,Procedure.note,NO,No direct mapping
procedureevents,continueinnextdept,Procedure.followUp,NO,Procedure.followUp,NO,No direct mapping
procedureevents,cancelreason,Procedure.statusReason,NO,Procedure.statusReason,NO,No direct mapping
procedureevents,statusdescription,Procedure.status,YES,Procedure.status,YES,Procedure.status
procedureevents,comments_date,Procedure.note,YES,Procedure.note,YES,Procedure.note
procedureevents,originalamount,Procedure.used,NO,Procedure.used,NO,No direct mapping
procedureevents,originalrate,Procedure.used,NO,Procedure.used,NO,No direct mapping

procedures_icd,subject_id,Procedure.identifier,NO,Procedure.subject,YES,Procedure.subject
procedures_icd,hadm_id,Procedure.identifier,NO,Procedure.encounter,YES,Procedure.encounter
procedures_icd,icd_code,Procedure.code,YES,Procedure.code,YES,Procedure.code
procedures_icd,icd_version,No mapea,NO,Procedure.code,YES,Procedure.code
procedures_icd,chartdate,Procedure.occurrence,YES,No mapea,NO,Procedure.occurrence[x]
procedures_icd,seq_num,No mapea,YES,Procedure.identifier,NO,No direct mapping

transfers,subject_id,Encounter.subject,YES,Encounter.subject,YES,Encounter.subject
transfers,hadm_id,Encounter.identifier,YES,Encounter.episodeOfCare,NO,Encounter.identifier
transfers,transfer_id,Encounter.identifier,NO,Encounter.location.location,YES,Encounter.location.location
transfers,eventtype,Encounter.admission.admitSource,NO,Encounter.location.status,YES,Encounter.type
transfers,careunit,Encounter.location.location,NO,Encounter.location.form,YES,Encounter.location.form
transfers,intime,Encounter.location.period.start,YES,Encounter.location.period,YES,Encounter.location.period.start
transfers,outtime,Encounter.location.period.end,YES,Encounter.location.period,YES,Encounter.location.period.end

services,subject_id,Encounter.subject,YES,Encounter.subject,YES,Encounter.subject
services,hadm_id,Encounter.identifier,YES,Encounter.identifier,YES,Encounter.identifier
services,transfertime,Encounter.actualPeriod,YES,Encounter.location.period,NO,Encounter.actualperiod.start
services,prev_service,Encounter.admission.origin,YES,Encounter.serviceType,NO,Encounter.admission.admitsource
services,curr_service,Encounter.serviceType,NO,Encounter.serviceType,NO,Encounter.admission.destination



